scheme,model,scan_rule,direction,tau,clip,source_group,N,B,A,E,risk,retention,risk_pass,coverage_pass,joint_pass,zero_retained,count_lower_bound
source_group,UACANet,prefix,A,0.9354750000000001,case24_2,case24,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case24_3,case24,1216,0,1216,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case24_4,case24,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case24_5,case24,1200,6,1197,3,0.002506265664160401,0.9975,True,True,True,False,0.002506265664160401
source_group,UACANet,prefix,A,0.9354750000000001,case24_6,case24,1768,108,1732,72,0.04157043879907621,0.9796380090497737,True,True,True,False,0.04157043879907621
source_group,UACANet,prefix,A,0.9354750000000001,case27,case27,1992,220,1902,130,0.0683491062039958,0.9548192771084337,True,True,True,False,0.0683491062039958
source_group,UACANet,prefix,A,0.9354750000000001,case31,case31,1464,8,1464,8,0.00546448087431694,1.0,True,True,True,False,0.00546448087431694
source_group,UACANet,prefix,A,0.9354750000000001,case34_1,case34,968,265,878,175,0.19931662870159453,0.9070247933884298,False,True,False,False,0.19931662870159453
source_group,UACANet,prefix,A,0.9354750000000001,case34_2,case34,992,7,991,6,0.006054490413723511,0.998991935483871,True,True,True,False,0.006054490413723511
source_group,UACANet,prefix,A,0.9354750000000001,case36_1,case36,2672,1618,2000,946,0.473,0.7485029940119761,False,True,False,False,0.473
source_group,UACANet,prefix,A,0.9354750000000001,case36_2,case36,1200,913,883,596,0.6749716874292185,0.7358333333333333,False,True,False,False,0.6749716874292185
source_group,UACANet,prefix,A,0.9354750000000001,case36_3,case36,1624,734,1364,474,0.34750733137829914,0.8399014778325123,False,True,False,False,0.34750733137829914
source_group,UACANet,prefix,A,0.9354750000000001,case36_4,case36,1024,962,513,451,0.8791423001949318,0.5009765625,False,True,False,False,0.8791423001949318
source_group,UACANet,prefix,A,0.9354750000000001,case38_2,case38,2032,875,1727,570,0.33005211349160396,0.8499015748031497,False,True,False,False,0.33005211349160396
source_group,UACANet,prefix,A,0.9354750000000001,case3_1,case3,1584,95,1548,59,0.03811369509043928,0.9772727272727273,True,True,True,False,0.03811369509043928
source_group,UACANet,prefix,A,0.9354750000000001,case3_2,case3,752,265,610,123,0.20163934426229507,0.8111702127659575,False,True,False,False,0.20163934426229507
source_group,UACANet,prefix,A,0.9354750000000001,case40,case40,1272,242,1166,136,0.11663807890222985,0.9166666666666666,True,True,True,False,0.11663807890222985
source_group,UACANet,prefix,A,0.9354750000000001,case43,case43,2080,104,2022,46,0.02274975272007913,0.9721153846153846,True,True,True,False,0.02274975272007913
source_group,UACANet,prefix,A,0.9354750000000001,case47_2,case47,1200,53,1183,36,0.030431107354184278,0.9858333333333333,True,True,True,False,0.030431107354184278
source_group,UACANet,prefix,A,0.9354750000000001,case47_3,case47,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case47_4,case47,1064,0,1064,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case47_5,case47,976,0,976,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case51_1,case51,1400,76,1378,54,0.03918722786647315,0.9842857142857143,True,True,True,False,0.03918722786647315
source_group,UACANet,prefix,A,0.9354750000000001,case51_10,case51,1744,20,1742,18,0.010332950631458095,0.9988532110091743,True,True,True,False,0.010332950631458095
source_group,UACANet,prefix,A,0.9354750000000001,case51_2,case51,2000,151,1959,110,0.05615109749872384,0.9795,True,True,True,False,0.05615109749872384
source_group,UACANet,prefix,A,0.9354750000000001,case51_3,case51,1680,93,1638,51,0.031135531135531136,0.975,True,True,True,False,0.031135531135531136
source_group,UACANet,prefix,A,0.9354750000000001,case51_4,case51,1200,10,1200,10,0.008333333333333333,1.0,True,True,True,False,0.008333333333333333
source_group,UACANet,prefix,A,0.9354750000000001,case51_5,case51,1200,106,1151,57,0.04952215464813206,0.9591666666666666,True,True,True,False,0.04952215464813206
source_group,UACANet,prefix,A,0.9354750000000001,case51_6,case51,1200,18,1195,13,0.010878661087866108,0.9958333333333333,True,True,True,False,0.010878661087866108
source_group,UACANet,prefix,A,0.9354750000000001,case51_7,case51,1072,282,855,65,0.07602339181286549,0.7975746268656716,True,True,True,False,0.07602339181286549
source_group,UACANet,prefix,A,0.9354750000000001,case51_8,case51,1200,209,1192,201,0.1686241610738255,0.9933333333333333,False,True,False,False,0.1686241610738255
source_group,UACANet,prefix,A,0.9354750000000001,case51_9,case51,1200,354,1129,283,0.25066430469441986,0.9408333333333333,False,True,False,False,0.25066430469441986
source_group,UACANet,prefix,A,0.9354750000000001,case54_1,case54,1688,845,1108,265,0.23916967509025272,0.6563981042654028,False,True,False,False,0.23916967509025272
source_group,UACANet,prefix,A,0.9354750000000001,case54_2,case54,1072,233,974,135,0.13860369609856263,0.9085820895522388,True,True,True,False,0.13860369609856263
source_group,UACANet,prefix,A,0.9354750000000001,case5_4,case5,1200,1,1200,1,0.0008333333333333334,1.0,True,True,True,False,0.0008333333333333334
source_group,UACANet,prefix,A,0.9354750000000001,case5_6,case5,1400,62,1387,49,0.035328046142754144,0.9907142857142858,True,True,True,False,0.035328046142754144
source_group,UACANet,prefix,A,0.9354750000000001,case61_2,case61,1592,376,1493,277,0.1855324849296718,0.9378140703517588,False,True,False,False,0.1855324849296718
source_group,UACANet,prefix,A,0.9354750000000001,case61_3,case61,1768,132,1732,96,0.05542725173210162,0.9796380090497737,True,True,True,False,0.05542725173210162
source_group,UACANet,prefix,A,0.9354750000000001,case64,case64,648,172,550,74,0.13454545454545455,0.8487654320987654,True,True,True,False,0.13454545454545455
source_group,UACANet,prefix,A,0.9354750000000001,case67,case67,1528,577,1234,283,0.2293354943273906,0.8075916230366492,False,True,False,False,0.2293354943273906
source_group,UACANet,prefix,A,0.9354750000000001,case6_2,case6,1200,1077,589,466,0.7911714770797963,0.49083333333333334,False,False,False,False,0.7911714770797963
source_group,UACANet,prefix,A,0.9354750000000001,case6_3,case6,1680,1464,783,567,0.7241379310344828,0.4660714285714286,False,False,False,False,0.7241379310344828
source_group,UACANet,prefix,A,0.9354750000000001,case71_1,case71,1024,229,924,129,0.1396103896103896,0.90234375,True,True,True,False,0.1396103896103896
source_group,UACANet,prefix,A,0.9354750000000001,case71_2,case71,1200,297,1090,187,0.17155963302752295,0.9083333333333333,False,True,False,False,0.17155963302752295
source_group,UACANet,prefix,A,0.9354750000000001,case71_5,case71,1808,33,1785,10,0.0056022408963585435,0.9872787610619469,True,True,True,False,0.0056022408963585435
source_group,UACANet,prefix,A,0.9354750000000001,case74_1,case74,1256,494,1016,254,0.25,0.8089171974522293,False,True,False,False,0.25
source_group,UACANet,prefix,A,0.9354750000000001,case74_2,case74,952,5,951,4,0.004206098843322818,0.9989495798319328,True,True,True,False,0.004206098843322818
source_group,UACANet,prefix,A,0.9354750000000001,case79,case79,608,442,316,150,0.47468354430379744,0.5197368421052632,False,True,False,False,0.47468354430379744
source_group,UACANet,prefix,A,0.9354750000000001,case7_2,case7,1048,40,1027,19,0.018500486854917234,0.9799618320610687,True,True,True,False,0.018500486854917234
source_group,UACANet,prefix,A,0.9354750000000001,case80_1,case80,1280,51,1261,32,0.025376685170499604,0.98515625,True,True,True,False,0.025376685170499604
source_group,UACANet,prefix,A,0.9354750000000001,case80_2,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case80_3,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case80_4,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case80_5,case80,1096,0,1096,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case80_6,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case80_7,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case80_8,case80,1160,0,1160,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case83_2,case83,3024,44,3019,39,0.012918184829413714,0.9983465608465608,True,True,True,False,0.012918184829413714
source_group,UACANet,prefix,A,0.9354750000000001,case83_3,case83,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case85_7,case85,1200,522,861,183,0.21254355400696864,0.7175,False,True,False,False,0.21254355400696864
source_group,UACANet,prefix,A,0.9354750000000001,case85_8,case85,1760,315,1539,94,0.06107862248213125,0.8744318181818181,True,True,True,False,0.06107862248213125
source_group,UACANet,prefix,A,0.9354750000000001,case89,case89,1192,152,1189,149,0.12531539108494533,0.99748322147651,True,True,True,False,0.12531539108494533
source_group,UACANet,prefix,A,0.9354750000000001,case90_1,case90,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case90_3,case90,1432,22,1426,16,0.011220196353436185,0.9958100558659218,True,True,True,False,0.011220196353436185
source_group,UACANet,prefix,A,0.9354750000000001,case93_1,case93,1736,160,1661,85,0.051173991571342566,0.9567972350230415,True,True,True,False,0.051173991571342566
source_group,UACANet,prefix,A,0.9354750000000001,case93_2,case93,1880,183,1791,94,0.05248464544946957,0.9526595744680851,True,True,True,False,0.05248464544946957
source_group,UACANet,prefix,A,0.9354750000000001,case95_1,case95,2072,392,1966,286,0.14547304170905392,0.9488416988416989,True,True,True,False,0.14547304170905392
source_group,UACANet,prefix,A,0.9354750000000001,case95_2,case95,816,0,816,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,A,0.9354750000000001,case95_3,case95,1200,1178,230,208,0.9043478260869565,0.19166666666666668,False,False,False,False,0.9043478260869565
source_group,UACANet,prefix,A,0.9354750000000001,case95_4,case95,760,299,654,193,0.29510703363914376,0.8605263157894737,False,True,False,False,0.29510703363914376
source_group,UACANet,prefix,A,0.9354750000000001,case97_1,case97,1200,1075,690,565,0.8188405797101449,0.575,False,True,False,False,0.8188405797101449
source_group,UACANet,prefix,A,0.9354750000000001,case97_2,case97,1232,1004,788,560,0.7106598984771574,0.6396103896103896,False,True,False,False,0.7106598984771574
source_group,UACANet,prefix,A,0.9354750000000001,case97_3,case97,1016,383,931,298,0.3200859291084855,0.9163385826771654,False,True,False,False,0.3200859291084855
source_group,UACANet,prefix,B,0.811057,case100,case100,1504,43,1491,30,0.02012072434607646,0.9913563829787234,True,True,True,False,0.02012072434607646
source_group,UACANet,prefix,B,0.811057,case12_1,case12,1472,85,1424,37,0.02598314606741573,0.967391304347826,True,True,True,False,0.02598314606741573
source_group,UACANet,prefix,B,0.811057,case12_2,case12,1984,378,1747,141,0.08070978820835718,0.8805443548387096,True,True,True,False,0.08070978820835718
source_group,UACANet,prefix,B,0.811057,case12_3,case12,848,0,848,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case14_1,case14,1200,1160,494,454,0.9190283400809717,0.4116666666666667,False,False,False,False,0.9190283400809717
source_group,UACANet,prefix,B,0.811057,case14_2,case14,1200,1182,480,462,0.9625,0.4,False,False,False,False,0.9625
source_group,UACANet,prefix,B,0.811057,case14_3,case14,3024,2410,1371,757,0.5521517140773158,0.45337301587301587,False,False,False,False,0.5521517140773158
source_group,UACANet,prefix,B,0.811057,case14_4,case14,1160,993,660,493,0.746969696969697,0.5689655172413793,False,True,False,False,0.746969696969697
source_group,UACANet,prefix,B,0.811057,case14_5,case14,1280,978,810,508,0.6271604938271605,0.6328125,False,True,False,False,0.6271604938271605
source_group,UACANet,prefix,B,0.811057,case14_6,case14,1600,1520,491,411,0.8370672097759674,0.306875,False,False,False,False,0.8370672097759674
source_group,UACANet,prefix,B,0.811057,case1_2,case1,1728,0,1728,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case23,case23,1456,319,1322,185,0.13993948562783662,0.907967032967033,True,True,True,False,0.13993948562783662
source_group,UACANet,prefix,B,0.811057,case25_2,case25,1088,24,1082,18,0.0166358595194085,0.9944852941176471,True,True,True,False,0.0166358595194085
source_group,UACANet,prefix,B,0.811057,case29_1,case29,1712,203,1621,112,0.06909315237507711,0.9468457943925234,True,True,True,False,0.06909315237507711
source_group,UACANet,prefix,B,0.811057,case29_2,case29,1304,12,1300,8,0.006153846153846154,0.9969325153374233,True,True,True,False,0.006153846153846154
source_group,UACANet,prefix,B,0.811057,case2_3,case2,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case2_5,case2,1368,12,1366,10,0.007320644216691069,0.9985380116959064,True,True,True,False,0.007320644216691069
source_group,UACANet,prefix,B,0.811057,case2_6,case2,792,0,792,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case2_8,case2,1448,35,1425,12,0.008421052631578947,0.9841160220994475,True,True,True,False,0.008421052631578947
source_group,UACANet,prefix,B,0.811057,case2_9,case2,896,0,896,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case30,case30,1792,43,1773,24,0.01353637901861252,0.9893973214285714,True,True,True,False,0.01353637901861252
source_group,UACANet,prefix,B,0.811057,case32_1,case32,1680,21,1674,15,0.008960573476702509,0.9964285714285714,True,True,True,False,0.008960573476702509
source_group,UACANet,prefix,B,0.811057,case32_2,case32,800,1,800,1,0.00125,1.0,True,True,True,False,0.00125
source_group,UACANet,prefix,B,0.811057,case32_3,case32,1320,197,1218,95,0.07799671592775041,0.9227272727272727,True,True,True,False,0.07799671592775041
source_group,UACANet,prefix,B,0.811057,case32_4,case32,1480,179,1376,75,0.05450581395348837,0.9297297297297298,True,True,True,False,0.05450581395348837
source_group,UACANet,prefix,B,0.811057,case32_5,case32,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case32_6,case32,1368,20,1365,17,0.012454212454212455,0.9978070175438597,True,True,True,False,0.012454212454212455
source_group,UACANet,prefix,B,0.811057,case35_1,case35,1480,0,1480,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case35_2,case35,720,0,720,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case35_3,case35,1544,153,1544,153,0.09909326424870467,1.0,True,True,True,False,0.09909326424870467
source_group,UACANet,prefix,B,0.811057,case35_8,case35,928,228,927,227,0.24487594390507011,0.9989224137931034,False,True,False,False,0.24487594390507011
source_group,UACANet,prefix,B,0.811057,case37_1,case37,1496,2,1496,2,0.001336898395721925,1.0,True,True,True,False,0.001336898395721925
source_group,UACANet,prefix,B,0.811057,case37_2,case37,1272,98,1228,54,0.043973941368078175,0.9654088050314465,True,True,True,False,0.043973941368078175
source_group,UACANet,prefix,B,0.811057,case37_3,case37,816,0,816,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case39_1,case39,2352,503,2146,297,0.13839701770736254,0.9124149659863946,True,True,True,False,0.13839701770736254
source_group,UACANet,prefix,B,0.811057,case39_2,case39,2160,154,2115,109,0.051536643026004726,0.9791666666666666,True,True,True,False,0.051536643026004726
source_group,UACANet,prefix,B,0.811057,case39_3,case39,1192,9,1191,8,0.006717044500419815,0.9991610738255033,True,True,True,False,0.006717044500419815
source_group,UACANet,prefix,B,0.811057,case42,case42,2144,339,1957,152,0.07766990291262135,0.9127798507462687,True,True,True,False,0.07766990291262135
source_group,UACANet,prefix,B,0.811057,case44_1,case44,1200,342,947,89,0.09398099260823653,0.7891666666666667,True,True,True,False,0.09398099260823653
source_group,UACANet,prefix,B,0.811057,case48,case48,1408,267,1272,131,0.1029874213836478,0.9034090909090909,True,True,True,False,0.1029874213836478
source_group,UACANet,prefix,B,0.811057,case50_1,case50,1624,174,1571,121,0.07702100572883513,0.9673645320197044,True,True,True,False,0.07702100572883513
source_group,UACANet,prefix,B,0.811057,case50_2,case50,1200,5,1198,3,0.0025041736227045075,0.9983333333333333,True,True,True,False,0.0025041736227045075
source_group,UACANet,prefix,B,0.811057,case50_3,case50,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case50_4,case50,1896,111,1841,56,0.030418250950570342,0.9709915611814346,True,True,True,False,0.030418250950570342
source_group,UACANet,prefix,B,0.811057,case52,case52,1656,112,1618,74,0.04573547589616811,0.9770531400966184,True,True,True,False,0.04573547589616811
source_group,UACANet,prefix,B,0.811057,case56_1,case56,1200,51,1179,30,0.02544529262086514,0.9825,True,True,True,False,0.02544529262086514
source_group,UACANet,prefix,B,0.811057,case56_2,case56,784,0,784,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case60,case60,1168,615,974,421,0.4322381930184805,0.833904109589041,False,True,False,False,0.4322381930184805
source_group,UACANet,prefix,B,0.811057,case63_2,case63,1064,3,1064,3,0.002819548872180451,1.0,True,True,True,False,0.002819548872180451
source_group,UACANet,prefix,B,0.811057,case63_3,case63,1384,17,1381,14,0.010137581462708182,0.9978323699421965,True,True,True,False,0.010137581462708182
source_group,UACANet,prefix,B,0.811057,case66_2,case66,2584,2,2584,2,0.0007739938080495357,1.0,True,True,True,False,0.0007739938080495357
source_group,UACANet,prefix,B,0.811057,case66_3,case66,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case66_4,case66,1888,0,1888,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case66_5,case66,1200,1,1200,1,0.0008333333333333334,1.0,True,True,True,False,0.0008333333333333334
source_group,UACANet,prefix,B,0.811057,case66_6,case66,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case66_8,case66,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case66_9,case66,1600,0,1600,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case68_1,case68,1312,158,1248,94,0.07532051282051282,0.9512195121951219,True,True,True,False,0.07532051282051282
source_group,UACANet,prefix,B,0.811057,case68_2,case68,1440,245,1370,175,0.12773722627737227,0.9513888888888888,True,True,True,False,0.12773722627737227
source_group,UACANet,prefix,B,0.811057,case68_3,case68,1304,376,1122,194,0.17290552584670232,0.8604294478527608,False,True,False,False,0.17290552584670232
source_group,UACANet,prefix,B,0.811057,case68_4,case68,1824,87,1801,64,0.03553581343697946,0.987390350877193,True,True,True,False,0.03553581343697946
source_group,UACANet,prefix,B,0.811057,case68_5,case68,1200,80,1179,59,0.05004240882103478,0.9825,True,True,True,False,0.05004240882103478
source_group,UACANet,prefix,B,0.811057,case68_6,case68,1632,174,1557,99,0.06358381502890173,0.9540441176470589,True,True,True,False,0.06358381502890173
source_group,UACANet,prefix,B,0.811057,case68_7,case68,1840,176,1772,108,0.060948081264108354,0.9630434782608696,True,True,True,False,0.060948081264108354
source_group,UACANet,prefix,B,0.811057,case70,case70,2112,42,2093,23,0.01098901098901099,0.9910037878787878,True,True,True,False,0.01098901098901099
source_group,UACANet,prefix,B,0.811057,case72_1,case72,1768,14,1763,9,0.005104934770277935,0.9971719457013575,True,True,True,False,0.005104934770277935
source_group,UACANet,prefix,B,0.811057,case72_3,case72,832,0,832,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case72_4,case72,1720,366,1447,93,0.06427090532135453,0.8412790697674418,True,True,True,False,0.06427090532135453
source_group,UACANet,prefix,B,0.811057,case75_1,case75,1200,87,1139,26,0.0228270412642669,0.9491666666666667,True,True,True,False,0.0228270412642669
source_group,UACANet,prefix,B,0.811057,case81_1,case81,1224,0,1224,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case81_2,case81,2192,57,2147,12,0.0055891942244993015,0.979470802919708,True,True,True,False,0.0055891942244993015
source_group,UACANet,prefix,B,0.811057,case84,case84,1744,564,1474,294,0.1994572591587517,0.8451834862385321,False,True,False,False,0.1994572591587517
source_group,UACANet,prefix,B,0.811057,case86_1,case86,1200,29,1174,3,0.002555366269165247,0.9783333333333334,True,True,True,False,0.002555366269165247
source_group,UACANet,prefix,B,0.811057,case86_2,case86,856,0,856,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,prefix,B,0.811057,case8_1,case8,920,19,914,13,0.014223194748358862,0.9934782608695653,True,True,True,False,0.014223194748358862
source_group,UACANet,prefix,B,0.811057,case8_2,case8,1128,6,1128,6,0.005319148936170213,1.0,True,True,True,False,0.005319148936170213
source_group,UACANet,prefix,B,0.811057,case9,case9,1088,2,1087,1,0.0009199632014719411,0.9990808823529411,True,True,True,False,0.0009199632014719411
source_group,UACANet,prefix,B,0.811057,case91_1,case91,1200,631,893,324,0.3628219484882419,0.7441666666666666,False,True,False,False,0.3628219484882419
source_group,UACANet,prefix,B,0.811057,case91_2,case91,1200,512,913,225,0.24644030668127054,0.7608333333333334,False,True,False,False,0.24644030668127054
source_group,UACANet,prefix,B,0.811057,case91_3,case91,1200,1070,460,330,0.717391304347826,0.38333333333333336,False,False,False,False,0.717391304347826
source_group,UACANet,prefix,B,0.811057,case91_4,case91,872,725,453,306,0.6754966887417219,0.5194954128440367,False,True,False,False,0.6754966887417219
source_group,UACANet,prefix,B,0.811057,case91_5,case91,1200,659,806,265,0.32878411910669975,0.6716666666666666,False,True,False,False,0.32878411910669975
source_group,UACANet,prefix,B,0.811057,case91_6,case91,944,174,871,101,0.11595866819747416,0.9226694915254238,True,True,True,False,0.11595866819747416
source_group,UACANet,prefix,B,0.811057,case91_7,case91,1872,154,1794,76,0.042363433667781496,0.9583333333333334,True,True,True,False,0.042363433667781496
source_group,UACANet,prefix,B,0.811057,case94,case94,1088,113,1017,42,0.04129793510324484,0.9347426470588235,True,True,True,False,0.04129793510324484
source_group,UACANet,prefix,B,0.811057,case96_1,case96,920,591,430,101,0.23488372093023255,0.4673913043478261,False,False,False,False,0.23488372093023255
source_group,UACANet,prefix,B,0.811057,case96_2,case96,1488,126,1426,64,0.04488078541374474,0.9583333333333334,True,True,True,False,0.04488078541374474
source_group,UACANet,prefix,B,0.811057,case99,case99,1288,63,1253,28,0.0223463687150838,0.9728260869565217,True,True,True,False,0.0223463687150838
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case10_1,case10,1704,547,1413,256,0.18117480537862704,0.829225352112676,False,True,False,False,0.18117480537862704
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case10_2,case10,1784,323,1742,281,0.16130884041331803,0.976457399103139,False,True,False,False,0.16130884041331803
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case11,case11,904,19,890,5,0.0056179775280898875,0.9845132743362832,True,True,True,False,0.0056179775280898875
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case13_1,case13,784,112,772,100,0.12953367875647667,0.9846938775510204,True,True,True,False,0.12953367875647667
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case13_2,case13,1640,17,1634,11,0.006731946144430845,0.9963414634146341,True,True,True,False,0.006731946144430845
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case13_3,case13,1408,17,1406,15,0.010668563300142247,0.9985795454545454,True,True,True,False,0.010668563300142247
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case19,case19,768,755,209,196,0.937799043062201,0.2721354166666667,False,False,False,False,0.937799043062201
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case20_6,case20,1200,498,958,256,0.267223382045929,0.7983333333333333,False,True,False,False,0.267223382045929
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case20_7,case20,1360,466,1190,296,0.24873949579831933,0.875,False,True,False,False,0.24873949579831933
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case20_8,case20,1864,966,1368,470,0.3435672514619883,0.7339055793991416,False,True,False,False,0.3435672514619883
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case20_9,case20,1200,310,1033,143,0.13843175217812198,0.8608333333333333,True,True,True,False,0.13843175217812198
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case24_1,case24,1200,6,1199,5,0.004170141784820684,0.9991666666666666,True,True,True,False,0.004170141784820684
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case24_2,case24,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case24_3,case24,1216,0,1216,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case24_4,case24,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case24_5,case24,1200,6,1197,3,0.002506265664160401,0.9975,True,True,True,False,0.002506265664160401
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case24_6,case24,1768,108,1732,72,0.04157043879907621,0.9796380090497737,True,True,True,False,0.04157043879907621
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case27,case27,1992,220,1902,130,0.0683491062039958,0.9548192771084337,True,True,True,False,0.0683491062039958
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case31,case31,1464,8,1464,8,0.00546448087431694,1.0,True,True,True,False,0.00546448087431694
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case34_1,case34,968,265,878,175,0.19931662870159453,0.9070247933884298,False,True,False,False,0.19931662870159453
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case34_2,case34,992,7,991,6,0.006054490413723511,0.998991935483871,True,True,True,False,0.006054490413723511
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case36_1,case36,2672,1618,2000,946,0.473,0.7485029940119761,False,True,False,False,0.473
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case36_2,case36,1200,913,883,596,0.6749716874292185,0.7358333333333333,False,True,False,False,0.6749716874292185
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case36_3,case36,1624,734,1364,474,0.34750733137829914,0.8399014778325123,False,True,False,False,0.34750733137829914
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case36_4,case36,1024,962,513,451,0.8791423001949318,0.5009765625,False,True,False,False,0.8791423001949318
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case38_2,case38,2032,875,1727,570,0.33005211349160396,0.8499015748031497,False,True,False,False,0.33005211349160396
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case3_1,case3,1584,95,1548,59,0.03811369509043928,0.9772727272727273,True,True,True,False,0.03811369509043928
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case3_2,case3,752,265,610,123,0.20163934426229507,0.8111702127659575,False,True,False,False,0.20163934426229507
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case40,case40,1272,242,1166,136,0.11663807890222985,0.9166666666666666,True,True,True,False,0.11663807890222985
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case43,case43,2080,104,2022,46,0.02274975272007913,0.9721153846153846,True,True,True,False,0.02274975272007913
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case47_2,case47,1200,53,1183,36,0.030431107354184278,0.9858333333333333,True,True,True,False,0.030431107354184278
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case47_3,case47,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case47_4,case47,1064,0,1064,0,0.0,1.0,True,True,True,False,0.0
source_group,UACANet,full_tie_groups,A,0.9354750000000001,case47_5,case47,976,0,976,0,0.0,1.0,True,True,True,False,0.0
